model,wmape,rmse,bias_pct,mase_median
lightgbm,0.4026494928568495,5.66379839912353,-0.8552477877324284,0.6583668481194473
ets (champion),0.40539404812540775,5.777394121929882,-3.725461184265437,0.6646255075060703
