id,cost,understock_units,overstock_units,stockout_rate,demand,arm
FOODS_3_196_CA_1_evaluation,68.0,2.0,58.0,0.08333333333333333,84.0,champion
FOODS_3_198_WI_1_evaluation,38.0,0.0,38.0,0.0,6.0,champion
FOODS_3_200_TX_1_evaluation,49.0,0.0,49.0,0.0,35.0,champion
FOODS_3_206_TX_1_evaluation,53.0,3.0,38.0,0.16666666666666666,25.0,champion
FOODS_3_210_CA_1_evaluation,43.0,0.0,43.0,0.0,21.0,champion
FOODS_3_211_TX_1_evaluation,63.0,3.0,48.0,0.16666666666666666,51.0,champion
FOODS_3_213_CA_1_evaluation,143.0,20.0,43.0,0.3333333333333333,121.0,champion
FOODS_3_223_TX_1_evaluation,20.0,0.0,20.0,0.0,16.0,champion
FOODS_3_240_TX_1_evaluation,93.0,7.0,58.0,0.08333333333333333,33.0,champion
FOODS_3_243_CA_1_evaluation,43.0,0.0,43.0,0.0,49.0,champion
FOODS_3_246_WI_1_evaluation,56.0,4.0,36.0,0.16666666666666666,72.0,champion
FOODS_3_255_TX_1_evaluation,24.0,1.0,19.0,0.08333333333333333,10.0,champion
FOODS_3_260_CA_1_evaluation,80.0,10.0,30.0,0.3333333333333333,60.0,champion
FOODS_3_262_WI_1_evaluation,53.0,5.0,28.0,0.25,64.0,champion
FOODS_3_265_WI_1_evaluation,44.0,1.0,39.0,0.08333333333333333,70.0,champion
FOODS_3_269_CA_1_evaluation,62.0,3.0,47.0,0.16666666666666666,144.0,champion
FOODS_3_269_WI_1_evaluation,60.0,2.0,50.0,0.08333333333333333,80.0,champion
FOODS_3_272_WI_1_evaluation,24.0,0.0,24.0,0.0,24.0,champion
FOODS_3_273_TX_1_evaluation,43.0,1.0,38.0,0.08333333333333333,19.0,champion
FOODS_3_276_CA_1_evaluation,61.0,0.0,61.0,0.0,139.0,champion
FOODS_3_283_TX_1_evaluation,79.0,1.0,74.0,0.08333333333333333,63.0,champion
FOODS_3_287_WI_1_evaluation,34.0,0.0,34.0,0.0,70.0,champion
FOODS_3_291_WI_1_evaluation,49.0,4.0,29.0,0.16666666666666666,107.0,champion
FOODS_3_293_CA_1_evaluation,60.0,0.0,60.0,0.0,0.0,champion
FOODS_3_295_CA_1_evaluation,1057.0,129.0,412.0,0.25,1617.0,champion
FOODS_3_296_WI_1_evaluation,50.0,2.0,40.0,0.16666666666666666,10.0,champion
FOODS_3_299_WI_1_evaluation,70.0,0.0,70.0,0.0,158.0,champion
FOODS_3_304_TX_1_evaluation,98.0,0.0,98.0,0.0,114.0,champion
FOODS_3_308_TX_1_evaluation,49.0,5.0,24.0,0.16666666666666666,49.0,champion
FOODS_3_314_CA_1_evaluation,60.0,0.0,60.0,0.0,0.0,champion
FOODS_3_321_TX_1_evaluation,150.0,1.0,145.0,0.08333333333333333,320.0,champion
FOODS_3_322_WI_1_evaluation,72.0,0.0,72.0,0.0,0.0,champion
FOODS_3_331_CA_1_evaluation,89.0,0.0,89.0,0.0,76.0,champion
FOODS_3_335_TX_1_evaluation,84.0,0.0,84.0,0.0,0.0,champion
FOODS_3_338_CA_1_evaluation,15.0,2.0,5.0,0.16666666666666666,21.0,champion
FOODS_3_344_TX_1_evaluation,98.0,12.0,38.0,0.25,74.0,champion
FOODS_3_346_CA_1_evaluation,285.0,30.0,135.0,0.25,343.0,champion
FOODS_3_361_CA_1_evaluation,60.0,5.0,35.0,0.16666666666666666,74.0,champion
FOODS_3_363_TX_1_evaluation,285.0,0.0,285.0,0.0,183.0,champion
FOODS_3_364_CA_1_evaluation,40.0,0.0,40.0,0.0,0.0,champion
FOODS_3_373_TX_1_evaluation,43.0,1.0,38.0,0.08333333333333333,15.0,champion
FOODS_3_376_CA_1_evaluation,551.0,0.0,551.0,0.0,337.0,champion
FOODS_3_376_WI_1_evaluation,187.0,0.0,187.0,0.0,229.0,champion
FOODS_3_379_WI_1_evaluation,95.0,6.0,65.0,0.08333333333333333,121.0,champion
FOODS_3_381_CA_1_evaluation,117.0,0.0,117.0,0.0,137.0,champion
FOODS_3_384_WI_1_evaluation,34.0,0.0,34.0,0.0,14.0,champion
FOODS_3_387_TX_1_evaluation,72.0,0.0,72.0,0.0,0.0,champion
FOODS_3_388_TX_1_evaluation,81.0,0.0,81.0,0.0,39.0,champion
FOODS_3_390_CA_1_evaluation,41.0,0.0,41.0,0.0,67.0,champion
FOODS_3_391_TX_1_evaluation,42.0,0.0,42.0,0.0,6.0,champion
FOODS_3_397_CA_1_evaluation,43.0,2.0,33.0,0.08333333333333333,45.0,champion
FOODS_3_398_WI_1_evaluation,81.0,9.0,36.0,0.25,81.0,champion
FOODS_3_401_WI_1_evaluation,41.0,0.0,41.0,0.0,67.0,champion
FOODS_3_407_CA_1_evaluation,146.0,9.0,101.0,0.16666666666666666,336.0,champion
FOODS_3_412_CA_1_evaluation,476.0,0.0,476.0,0.0,0.0,champion
FOODS_3_412_WI_1_evaluation,507.0,28.0,367.0,0.3333333333333333,305.0,champion
FOODS_3_417_CA_1_evaluation,100.0,11.0,45.0,0.16666666666666666,90.0,champion
FOODS_3_419_CA_1_evaluation,94.0,1.0,89.0,0.08333333333333333,160.0,champion
FOODS_3_424_WI_1_evaluation,59.0,1.0,54.0,0.08333333333333333,103.0,champion
FOODS_3_426_CA_1_evaluation,52.0,3.0,37.0,0.16666666666666666,66.0,champion
FOODS_3_428_WI_1_evaluation,66.0,4.0,46.0,0.16666666666666666,74.0,champion
FOODS_3_430_WI_1_evaluation,41.0,4.0,21.0,0.16666666666666666,55.0,champion
FOODS_3_434_TX_1_evaluation,36.0,0.0,36.0,0.0,8.0,champion
FOODS_3_436_CA_1_evaluation,69.0,3.0,54.0,0.08333333333333333,46.0,champion
FOODS_3_437_WI_1_evaluation,90.0,8.0,50.0,0.16666666666666666,106.0,champion
FOODS_3_448_CA_1_evaluation,161.0,0.0,161.0,0.0,103.0,champion
FOODS_3_449_TX_1_evaluation,147.0,0.0,147.0,0.0,169.0,champion
FOODS_3_453_WI_1_evaluation,60.0,9.0,15.0,0.3333333333333333,22.0,champion
