ratio,cost_pct_change,p,stockout_pp,decision
3:1,-0.7654918962860094,0.6092957245573281,-4.473586309523808,HOLD
5:1,-6.889078521408157,0.00048769785502444083,0.6510416666666672,SHIP
9:1,-3.089114083878482,0.2981592824013798,4.408482142857144,HOLD
