model,wmape,rmse,bias_pct,mase_median
lightgbm,0.3706391547072864,8.49995935542224,-1.1669408438091384,0.6350443360773168
ma4,0.38754054719851533,9.263400870474651,-1.3316582984669971,0.6500766820735397
ma8,0.3974993836723531,9.4929409089705,-2.7546963622008755,0.6484018264840182
naive_last,0.4282702028761833,9.627091598317552,-5.329395160086631,0.7334710743801653
snaive_52,0.6217788568975084,14.889502818926426,-12.856366876157619,0.9155422828972316
