best_tau,decision,cost_pct_change,cost_p,cost_ci_low,cost_ci_high,stockout_control,stockout_treatment,stockout_lift_pp,mde_pct
0.9,SHIP,-6.8414620963564685,0.009799034548331005,-46.83995908621771,18.47804828665819,0.04424031253299546,0.05654319677350881,1.2302884240513352,20.944074595183576
