id,cost,understock_units,overstock_units,stockout_rate,demand,arm
HOBBIES_1_043_WI_1_evaluation,38.0,0.0,38.0,0.0,54.0,champion
HOBBIES_1_045_WI_1_evaluation,4.0,0.0,4.0,0.0,4.0,champion
HOBBIES_1_047_WI_1_evaluation,28.0,0.0,28.0,0.0,8.0,champion
HOBBIES_1_049_TX_1_evaluation,7.0,0.0,7.0,0.0,5.0,champion
HOBBIES_1_051_CA_1_evaluation,12.0,1.0,7.0,0.25,6.0,champion
HOBBIES_1_051_WI_1_evaluation,8.0,0.0,8.0,0.0,0.0,champion
HOBBIES_1_054_TX_1_evaluation,18.0,3.0,3.0,0.25,4.0,champion
HOBBIES_1_058_TX_1_evaluation,7.0,0.0,7.0,0.0,1.0,champion
HOBBIES_1_060_CA_1_evaluation,17.0,3.0,2.0,0.5,17.0,champion
HOBBIES_1_061_WI_1_evaluation,9.0,0.0,9.0,0.0,15.0,champion
HOBBIES_1_063_TX_1_evaluation,9.0,1.0,4.0,0.25,9.0,champion
HOBBIES_1_078_CA_1_evaluation,44.0,0.0,44.0,0.0,32.0,champion
HOBBIES_1_078_WI_1_evaluation,17.0,0.0,17.0,0.0,19.0,champion
HOBBIES_1_081_CA_1_evaluation,14.0,0.0,14.0,0.0,22.0,champion
HOBBIES_1_084_CA_1_evaluation,29.0,0.0,29.0,0.0,27.0,champion
HOBBIES_1_085_WI_1_evaluation,11.0,0.0,11.0,0.0,13.0,champion
HOBBIES_1_088_TX_1_evaluation,6.0,0.0,6.0,0.0,6.0,champion
HOBBIES_1_089_CA_1_evaluation,30.0,0.0,30.0,0.0,54.0,champion
HOBBIES_1_090_TX_1_evaluation,50.0,0.0,50.0,0.0,6.0,champion
HOBBIES_1_090_WI_1_evaluation,59.0,3.0,44.0,0.25,43.0,champion
HOBBIES_1_091_TX_1_evaluation,14.0,0.0,14.0,0.0,2.0,champion
HOBBIES_1_095_TX_1_evaluation,6.0,0.0,6.0,0.0,2.0,champion
HOBBIES_1_095_WI_1_evaluation,12.0,0.0,12.0,0.0,16.0,champion
HOBBIES_1_098_WI_1_evaluation,7.0,0.0,7.0,0.0,1.0,champion
HOBBIES_1_099_WI_1_evaluation,15.0,0.0,15.0,0.0,21.0,champion
HOBBIES_1_100_TX_1_evaluation,9.0,1.0,4.0,0.25,5.0,champion
HOBBIES_1_102_TX_1_evaluation,4.0,0.0,4.0,0.0,0.0,champion
HOBBIES_1_102_WI_1_evaluation,6.0,0.0,6.0,0.0,10.0,champion
HOBBIES_1_105_TX_1_evaluation,24.0,0.0,24.0,0.0,8.0,champion
HOBBIES_1_105_WI_1_evaluation,7.0,0.0,7.0,0.0,5.0,champion
HOBBIES_1_106_TX_1_evaluation,9.0,0.0,9.0,0.0,7.0,champion
HOBBIES_1_107_CA_1_evaluation,5.0,0.0,5.0,0.0,3.0,champion
HOBBIES_1_107_WI_1_evaluation,39.0,7.0,4.0,0.5,23.0,champion
HOBBIES_1_110_TX_1_evaluation,5.0,1.0,0.0,0.25,5.0,champion
HOBBIES_1_116_TX_1_evaluation,13.0,1.0,8.0,0.25,17.0,champion
HOBBIES_1_118_TX_1_evaluation,8.0,1.0,3.0,0.25,6.0,champion
HOBBIES_1_119_CA_1_evaluation,6.0,0.0,6.0,0.0,34.0,champion
HOBBIES_1_120_WI_1_evaluation,8.0,0.0,8.0,0.0,16.0,champion
HOBBIES_1_121_WI_1_evaluation,21.0,0.0,21.0,0.0,3.0,champion
HOBBIES_1_125_CA_1_evaluation,9.0,0.0,9.0,0.0,15.0,champion
HOBBIES_1_125_TX_1_evaluation,8.0,1.0,3.0,0.25,6.0,champion
HOBBIES_1_129_TX_1_evaluation,9.0,0.0,9.0,0.0,7.0,champion
HOBBIES_1_130_WI_1_evaluation,17.0,1.0,12.0,0.25,37.0,champion
HOBBIES_1_131_CA_1_evaluation,11.0,0.0,11.0,0.0,41.0,champion
HOBBIES_1_137_CA_1_evaluation,24.0,0.0,24.0,0.0,24.0,champion
HOBBIES_1_138_CA_1_evaluation,27.0,5.0,2.0,0.5,7.0,champion
HOBBIES_1_140_TX_1_evaluation,15.0,0.0,15.0,0.0,5.0,champion
HOBBIES_1_147_TX_1_evaluation,16.0,0.0,16.0,0.0,28.0,champion
HOBBIES_1_153_TX_1_evaluation,29.0,0.0,29.0,0.0,31.0,champion
HOBBIES_1_153_WI_1_evaluation,42.0,0.0,42.0,0.0,90.0,champion
HOBBIES_1_157_CA_1_evaluation,11.0,1.0,6.0,0.25,35.0,champion
HOBBIES_1_157_TX_1_evaluation,5.0,0.0,5.0,0.0,3.0,champion
HOBBIES_1_160_TX_1_evaluation,19.0,3.0,4.0,0.5,11.0,champion
HOBBIES_1_161_WI_1_evaluation,12.0,0.0,12.0,0.0,4.0,champion
HOBBIES_1_162_TX_1_evaluation,2.0,0.0,2.0,0.0,2.0,champion
HOBBIES_1_165_WI_1_evaluation,7.0,0.0,7.0,0.0,1.0,champion
HOBBIES_1_166_WI_1_evaluation,15.0,0.0,15.0,0.0,9.0,champion
HOBBIES_1_168_CA_1_evaluation,13.0,0.0,13.0,0.0,7.0,champion
HOBBIES_1_168_WI_1_evaluation,12.0,1.0,7.0,0.25,10.0,champion
HOBBIES_1_169_WI_1_evaluation,72.0,0.0,72.0,0.0,104.0,champion
HOBBIES_1_171_CA_1_evaluation,7.0,0.0,7.0,0.0,13.0,champion
HOBBIES_1_172_CA_1_evaluation,10.0,0.0,10.0,0.0,26.0,champion
HOBBIES_1_174_CA_1_evaluation,8.0,1.0,3.0,0.25,2.0,champion
HOBBIES_1_174_TX_1_evaluation,1.0,0.0,1.0,0.0,3.0,champion
HOBBIES_1_175_WI_1_evaluation,16.0,2.0,6.0,0.25,9.0,champion
HOBBIES_1_180_TX_1_evaluation,7.0,1.0,2.0,0.25,7.0,champion
HOBBIES_1_183_CA_1_evaluation,11.0,1.0,6.0,0.25,11.0,champion
HOBBIES_1_183_TX_1_evaluation,8.0,0.0,8.0,0.0,4.0,champion
HOBBIES_1_184_TX_1_evaluation,0.0,0.0,0.0,0.0,4.0,champion
HOBBIES_1_185_TX_1_evaluation,13.0,1.0,8.0,0.25,5.0,champion
HOBBIES_1_188_CA_1_evaluation,10.0,1.0,5.0,0.25,8.0,champion
HOBBIES_1_190_CA_1_evaluation,5.0,0.0,5.0,0.0,3.0,champion
HOBBIES_1_194_TX_1_evaluation,26.0,0.0,26.0,0.0,22.0,champion
HOBBIES_1_194_WI_1_evaluation,38.0,0.0,38.0,0.0,58.0,champion
HOBBIES_1_195_WI_1_evaluation,13.0,1.0,8.0,0.25,13.0,champion
HOBBIES_1_199_WI_1_evaluation,21.0,2.0,11.0,0.25,19.0,champion
HOBBIES_1_206_TX_1_evaluation,9.0,1.0,4.0,0.25,13.0,champion
HOBBIES_1_206_WI_1_evaluation,15.0,0.0,15.0,0.0,53.0,champion
HOBBIES_1_208_CA_1_evaluation,21.0,0.0,21.0,0.0,51.0,champion
HOBBIES_1_210_CA_1_evaluation,8.0,0.0,8.0,0.0,0.0,champion
HOBBIES_1_212_CA_1_evaluation,3.0,0.0,3.0,0.0,1.0,champion
HOBBIES_1_212_WI_1_evaluation,17.0,3.0,2.0,0.25,5.0,champion
HOBBIES_1_214_WI_1_evaluation,23.0,4.0,3.0,0.25,9.0,champion
HOBBIES_1_215_WI_1_evaluation,9.0,0.0,9.0,0.0,7.0,champion
HOBBIES_1_216_WI_1_evaluation,21.0,2.0,11.0,0.25,23.0,champion
HOBBIES_1_221_TX_1_evaluation,8.0,1.0,3.0,0.25,6.0,champion
HOBBIES_1_224_WI_1_evaluation,15.0,2.0,5.0,0.25,9.0,champion
HOBBIES_1_231_TX_1_evaluation,5.0,0.0,5.0,0.0,15.0,champion
HOBBIES_1_231_WI_1_evaluation,11.0,0.0,11.0,0.0,9.0,champion
HOBBIES_1_234_CA_1_evaluation,82.0,11.0,27.0,0.5,112.0,champion
HOBBIES_1_235_TX_1_evaluation,6.0,0.0,6.0,0.0,14.0,champion
HOBBIES_1_238_TX_1_evaluation,5.0,0.0,5.0,0.0,7.0,champion
HOBBIES_1_242_TX_1_evaluation,10.0,1.0,5.0,0.25,32.0,champion
HOBBIES_1_245_CA_1_evaluation,8.0,1.0,3.0,0.25,6.0,champion
HOBBIES_1_246_CA_1_evaluation,20.0,3.0,5.0,0.5,14.0,champion
HOBBIES_1_247_TX_1_evaluation,20.0,2.0,10.0,0.25,16.0,champion
HOBBIES_1_248_WI_1_evaluation,54.0,0.0,54.0,0.0,46.0,champion
HOBBIES_1_249_CA_1_evaluation,9.0,0.0,9.0,0.0,27.0,champion
HOBBIES_1_249_WI_1_evaluation,22.0,0.0,22.0,0.0,46.0,champion
HOBBIES_1_256_CA_1_evaluation,62.0,0.0,62.0,0.0,214.0,champion
HOBBIES_1_257_CA_1_evaluation,13.0,2.0,3.0,0.25,7.0,champion
HOBBIES_1_259_CA_1_evaluation,6.0,0.0,6.0,0.0,6.0,champion
HOBBIES_1_260_CA_1_evaluation,19.0,2.0,9.0,0.25,5.0,champion
HOBBIES_1_262_WI_1_evaluation,9.0,0.0,9.0,0.0,11.0,champion
HOBBIES_1_263_TX_1_evaluation,6.0,0.0,6.0,0.0,2.0,champion
HOBBIES_1_264_CA_1_evaluation,13.0,1.0,8.0,0.25,9.0,champion
HOBBIES_1_264_WI_1_evaluation,3.0,0.0,3.0,0.0,5.0,champion
HOBBIES_1_266_WI_1_evaluation,15.0,3.0,0.0,0.5,15.0,champion
HOBBIES_1_269_CA_1_evaluation,12.0,0.0,12.0,0.0,3.0,champion
HOBBIES_1_270_TX_1_evaluation,32.0,5.0,7.0,0.25,14.0,champion
HOBBIES_1_271_TX_1_evaluation,47.0,9.0,2.0,0.75,23.0,champion
HOBBIES_1_272_CA_1_evaluation,15.0,2.0,5.0,0.25,5.0,champion
HOBBIES_1_272_TX_1_evaluation,3.0,0.0,3.0,0.0,1.0,champion
HOBBIES_1_272_WI_1_evaluation,8.0,0.0,8.0,0.0,4.0,champion
HOBBIES_1_276_TX_1_evaluation,9.0,1.0,4.0,0.25,5.0,champion
HOBBIES_1_276_WI_1_evaluation,5.0,0.0,5.0,0.0,15.0,champion
HOBBIES_1_278_CA_1_evaluation,126.0,0.0,126.0,0.0,138.0,champion
HOBBIES_1_280_CA_1_evaluation,24.0,0.0,24.0,0.0,12.0,champion
HOBBIES_1_280_WI_1_evaluation,8.0,0.0,8.0,0.0,8.0,champion
HOBBIES_1_281_CA_1_evaluation,17.0,0.0,17.0,0.0,19.0,champion
HOBBIES_1_282_TX_1_evaluation,12.0,0.0,12.0,0.0,16.0,champion
HOBBIES_1_283_WI_1_evaluation,13.0,0.0,13.0,0.0,7.0,champion
HOBBIES_1_285_TX_1_evaluation,4.0,0.0,4.0,0.0,0.0,champion
HOBBIES_1_286_WI_1_evaluation,41.0,0.0,41.0,0.0,51.0,champion
HOBBIES_1_288_CA_1_evaluation,232.0,0.0,232.0,0.0,52.0,champion
HOBBIES_1_289_WI_1_evaluation,30.0,4.0,10.0,0.5,26.0,champion
HOBBIES_1_290_TX_1_evaluation,3.0,0.0,3.0,0.0,5.0,champion
HOBBIES_1_295_CA_1_evaluation,146.0,10.0,96.0,0.25,214.0,champion
HOBBIES_1_296_CA_1_evaluation,16.0,2.0,6.0,0.25,20.0,champion
HOBBIES_1_297_CA_1_evaluation,24.0,0.0,24.0,0.0,48.0,champion
HOBBIES_1_300_TX_1_evaluation,9.0,0.0,9.0,0.0,11.0,champion
HOBBIES_1_300_WI_1_evaluation,26.0,0.0,26.0,0.0,10.0,champion
HOBBIES_1_304_TX_1_evaluation,8.0,0.0,8.0,0.0,0.0,champion
HOBBIES_1_307_TX_1_evaluation,6.0,0.0,6.0,0.0,2.0,champion
HOBBIES_1_308_TX_1_evaluation,18.0,0.0,18.0,0.0,14.0,champion
HOBBIES_1_312_TX_1_evaluation,61.0,0.0,61.0,0.0,35.0,champion
HOBBIES_1_313_TX_1_evaluation,13.0,1.0,8.0,0.25,5.0,champion
HOBBIES_1_316_WI_1_evaluation,57.0,0.0,57.0,0.0,7.0,champion
HOBBIES_1_318_CA_1_evaluation,6.0,0.0,6.0,0.0,18.0,champion
HOBBIES_1_322_TX_1_evaluation,5.0,0.0,5.0,0.0,3.0,champion
HOBBIES_1_323_CA_1_evaluation,26.0,2.0,16.0,0.25,38.0,champion
HOBBIES_1_326_WI_1_evaluation,9.0,0.0,9.0,0.0,7.0,champion
HOBBIES_1_327_TX_1_evaluation,11.0,1.0,6.0,0.25,11.0,champion
HOBBIES_1_329_TX_1_evaluation,7.0,0.0,7.0,0.0,21.0,champion
HOBBIES_1_330_TX_1_evaluation,18.0,0.0,18.0,0.0,26.0,champion
HOBBIES_1_331_TX_1_evaluation,10.0,0.0,10.0,0.0,6.0,champion
HOBBIES_1_334_WI_1_evaluation,10.0,0.0,10.0,0.0,18.0,champion
HOBBIES_1_335_CA_1_evaluation,31.0,5.0,6.0,0.5,15.0,champion
HOBBIES_1_338_TX_1_evaluation,20.0,0.0,20.0,0.0,16.0,champion
HOBBIES_1_338_WI_1_evaluation,3.0,0.0,3.0,0.0,9.0,champion
HOBBIES_1_339_TX_1_evaluation,10.0,1.0,5.0,0.25,12.0,champion
HOBBIES_1_339_WI_1_evaluation,12.0,1.0,7.0,0.25,30.0,champion
HOBBIES_1_342_CA_1_evaluation,28.0,5.0,3.0,0.5,22.0,champion
HOBBIES_1_343_CA_1_evaluation,2.0,0.0,2.0,0.0,26.0,champion
HOBBIES_1_344_CA_1_evaluation,14.0,0.0,14.0,0.0,22.0,champion
HOBBIES_1_345_TX_1_evaluation,10.0,0.0,10.0,0.0,22.0,champion
HOBBIES_1_351_CA_1_evaluation,17.0,0.0,17.0,0.0,11.0,champion
HOBBIES_1_351_WI_1_evaluation,17.0,2.0,7.0,0.25,23.0,champion
HOBBIES_1_352_CA_1_evaluation,6.0,0.0,6.0,0.0,30.0,champion
HOBBIES_1_353_CA_1_evaluation,118.0,20.0,18.0,0.25,162.0,champion
HOBBIES_1_355_WI_1_evaluation,32.0,1.0,27.0,0.25,34.0,champion
HOBBIES_1_356_CA_1_evaluation,5.0,0.0,5.0,0.0,31.0,champion
HOBBIES_1_358_TX_1_evaluation,9.0,0.0,9.0,0.0,19.0,champion
HOBBIES_1_358_WI_1_evaluation,29.0,0.0,29.0,0.0,15.0,champion
HOBBIES_1_359_CA_1_evaluation,4.0,0.0,4.0,0.0,4.0,champion
HOBBIES_1_360_TX_1_evaluation,4.0,0.0,4.0,0.0,0.0,champion
HOBBIES_1_360_WI_1_evaluation,9.0,0.0,9.0,0.0,3.0,champion
HOBBIES_1_361_CA_1_evaluation,10.0,0.0,10.0,0.0,10.0,champion
HOBBIES_1_363_WI_1_evaluation,5.0,0.0,5.0,0.0,7.0,champion
HOBBIES_1_368_CA_1_evaluation,13.0,0.0,13.0,0.0,3.0,champion
HOBBIES_1_370_TX_1_evaluation,65.0,0.0,65.0,0.0,75.0,champion
HOBBIES_1_372_CA_1_evaluation,23.0,0.0,23.0,0.0,17.0,champion
HOBBIES_1_373_CA_1_evaluation,24.0,0.0,24.0,0.0,36.0,champion
HOBBIES_1_373_WI_1_evaluation,12.0,1.0,7.0,0.25,34.0,champion
HOBBIES_1_374_CA_1_evaluation,4.0,0.0,4.0,0.0,40.0,champion
HOBBIES_1_377_WI_1_evaluation,14.0,2.0,4.0,0.25,6.0,champion
HOBBIES_1_380_CA_1_evaluation,60.0,6.0,30.0,0.25,24.0,champion
HOBBIES_1_383_CA_1_evaluation,18.0,0.0,18.0,0.0,22.0,champion
HOBBIES_1_387_TX_1_evaluation,31.0,0.0,31.0,0.0,17.0,champion
HOBBIES_1_387_WI_1_evaluation,39.0,0.0,39.0,0.0,53.0,champion
HOBBIES_1_390_WI_1_evaluation,8.0,0.0,8.0,0.0,4.0,champion
HOBBIES_1_391_TX_1_evaluation,3.0,0.0,3.0,0.0,1.0,champion
HOBBIES_1_391_WI_1_evaluation,10.0,1.0,5.0,0.25,16.0,champion
HOBBIES_1_397_WI_1_evaluation,16.0,0.0,16.0,0.0,12.0,champion
HOBBIES_1_400_CA_1_evaluation,25.0,0.0,25.0,0.0,15.0,champion
HOBBIES_1_408_TX_1_evaluation,48.0,2.0,38.0,0.25,44.0,champion
HOBBIES_1_410_CA_1_evaluation,3.0,0.0,3.0,0.0,21.0,champion
HOBBIES_1_412_TX_1_evaluation,10.0,1.0,5.0,0.25,24.0,champion
HOBBIES_1_413_CA_1_evaluation,27.0,0.0,27.0,0.0,17.0,champion
HOBBIES_1_413_WI_1_evaluation,23.0,4.0,3.0,0.5,13.0,champion
HOBBIES_1_415_WI_1_evaluation,12.0,0.0,12.0,0.0,4.0,champion
HOBBIES_1_419_TX_1_evaluation,6.0,0.0,6.0,0.0,2.0,champion
HOBBIES_1_419_WI_1_evaluation,16.0,0.0,16.0,0.0,16.0,champion
HOBBIES_1_420_WI_1_evaluation,14.0,0.0,14.0,0.0,13.0,champion
HOBBIES_1_423_CA_1_evaluation,10.0,0.0,10.0,0.0,46.0,champion
HOBBIES_1_424_WI_1_evaluation,13.0,0.0,13.0,0.0,27.0,champion
HOBBIES_2_001_CA_1_evaluation,9.0,1.0,4.0,0.25,5.0,champion
HOBBIES_2_003_TX_1_evaluation,16.0,2.0,6.0,0.25,28.0,champion
HOBBIES_2_006_TX_1_evaluation,4.0,0.0,4.0,0.0,0.0,champion
HOBBIES_2_006_WI_1_evaluation,7.0,1.0,2.0,0.25,3.0,champion
HOBBIES_2_007_WI_1_evaluation,17.0,1.0,12.0,0.25,13.0,champion
HOBBIES_2_009_CA_1_evaluation,8.0,0.0,8.0,0.0,12.0,champion
HOBBIES_2_011_TX_1_evaluation,24.0,4.0,4.0,0.5,12.0,champion
HOBBIES_2_012_CA_1_evaluation,8.0,0.0,8.0,0.0,0.0,champion
HOBBIES_2_013_CA_1_evaluation,12.0,2.0,2.0,0.25,4.0,champion
HOBBIES_2_014_CA_1_evaluation,2.0,0.0,2.0,0.0,6.0,champion
HOBBIES_2_017_WI_1_evaluation,13.0,2.0,3.0,0.25,11.0,champion
HOBBIES_2_020_WI_1_evaluation,9.0,1.0,4.0,0.25,5.0,champion
HOBBIES_2_024_CA_1_evaluation,19.0,0.0,19.0,0.0,17.0,champion
HOBBIES_2_025_CA_1_evaluation,3.0,0.0,3.0,0.0,9.0,champion
HOBBIES_2_025_TX_1_evaluation,4.0,0.0,4.0,0.0,0.0,champion
HOBBIES_2_026_WI_1_evaluation,69.0,12.0,9.0,0.25,23.0,champion
HOBBIES_2_027_CA_1_evaluation,20.0,3.0,5.0,0.25,6.0,champion
HOBBIES_2_031_CA_1_evaluation,19.0,3.0,4.0,0.5,7.0,champion
HOBBIES_2_033_CA_1_evaluation,35.0,0.0,35.0,0.0,21.0,champion
HOBBIES_2_033_TX_1_evaluation,20.0,1.0,15.0,0.25,18.0,champion
HOBBIES_2_034_TX_1_evaluation,11.0,2.0,1.0,0.5,9.0,champion
HOBBIES_2_040_TX_1_evaluation,19.0,3.0,4.0,0.25,7.0,champion
HOBBIES_2_040_WI_1_evaluation,2.0,0.0,2.0,0.0,6.0,champion
HOBBIES_2_044_CA_1_evaluation,8.0,1.0,3.0,0.25,6.0,champion
HOBBIES_2_046_TX_1_evaluation,8.0,1.0,3.0,0.25,6.0,champion
HOBBIES_2_049_TX_1_evaluation,17.0,3.0,2.0,0.5,9.0,champion
HOBBIES_2_049_WI_1_evaluation,7.0,1.0,2.0,0.25,3.0,champion
HOBBIES_2_050_CA_1_evaluation,7.0,1.0,2.0,0.25,7.0,champion
HOBBIES_2_051_WI_1_evaluation,15.0,2.0,5.0,0.25,9.0,champion
HOBBIES_2_054_TX_1_evaluation,6.0,0.0,6.0,0.0,2.0,champion
HOBBIES_2_059_TX_1_evaluation,32.0,3.0,17.0,0.5,38.0,champion
HOBBIES_2_060_CA_1_evaluation,16.0,2.0,6.0,0.25,8.0,champion
HOBBIES_2_061_CA_1_evaluation,5.0,0.0,5.0,0.0,3.0,champion
HOBBIES_2_064_WI_1_evaluation,10.0,1.0,5.0,0.25,4.0,champion
HOBBIES_2_066_CA_1_evaluation,8.0,0.0,8.0,0.0,0.0,champion
HOBBIES_2_068_WI_1_evaluation,10.0,0.0,10.0,0.0,2.0,champion
HOBBIES_2_071_TX_1_evaluation,30.0,5.0,5.0,0.5,16.0,champion
HOBBIES_2_072_CA_1_evaluation,6.0,0.0,6.0,0.0,2.0,champion
HOBBIES_2_074_TX_1_evaluation,3.0,0.0,3.0,0.0,5.0,champion
HOBBIES_2_075_CA_1_evaluation,9.0,0.0,9.0,0.0,23.0,champion
HOBBIES_2_078_WI_1_evaluation,9.0,1.0,4.0,0.25,5.0,champion
HOBBIES_2_079_TX_1_evaluation,4.0,0.0,4.0,0.0,0.0,champion
HOBBIES_2_082_CA_1_evaluation,10.0,1.0,5.0,0.25,4.0,champion
HOBBIES_2_082_WI_1_evaluation,20.0,3.0,5.0,0.25,6.0,champion
HOBBIES_2_083_TX_1_evaluation,8.0,0.0,8.0,0.0,0.0,champion
HOBBIES_2_089_WI_1_evaluation,5.0,0.0,5.0,0.0,3.0,champion
HOBBIES_2_090_TX_1_evaluation,4.0,0.0,4.0,0.0,0.0,champion
HOBBIES_2_090_WI_1_evaluation,7.0,0.0,7.0,0.0,1.0,champion
HOBBIES_2_091_WI_1_evaluation,22.0,2.0,12.0,0.25,10.0,champion
HOBBIES_2_092_CA_1_evaluation,11.0,1.0,6.0,0.25,7.0,champion
HOBBIES_2_096_TX_1_evaluation,11.0,0.0,11.0,0.0,5.0,champion
HOBBIES_2_098_CA_1_evaluation,39.0,6.0,9.0,0.25,17.0,champion
HOBBIES_2_098_TX_1_evaluation,17.0,3.0,2.0,0.25,17.0,champion
HOBBIES_2_099_CA_1_evaluation,3.0,0.0,3.0,0.0,5.0,champion
HOBBIES_2_106_CA_1_evaluation,2.0,0.0,2.0,0.0,2.0,champion
HOBBIES_2_107_CA_1_evaluation,10.0,0.0,10.0,0.0,6.0,champion
HOBBIES_2_108_TX_1_evaluation,18.0,3.0,3.0,0.25,8.0,champion
HOBBIES_2_111_WI_1_evaluation,6.0,1.0,1.0,0.25,4.0,champion
HOBBIES_2_113_CA_1_evaluation,8.0,0.0,8.0,0.0,4.0,champion
HOBBIES_2_114_CA_1_evaluation,27.0,5.0,2.0,0.75,15.0,champion
HOBBIES_2_114_TX_1_evaluation,14.0,0.0,14.0,0.0,6.0,champion
HOBBIES_2_115_WI_1_evaluation,5.0,0.0,5.0,0.0,15.0,champion
HOBBIES_2_118_TX_1_evaluation,8.0,0.0,8.0,0.0,0.0,champion
HOBBIES_2_118_WI_1_evaluation,8.0,0.0,8.0,0.0,4.0,champion
HOBBIES_2_119_WI_1_evaluation,6.0,1.0,1.0,0.25,4.0,champion
HOBBIES_2_128_WI_1_evaluation,7.0,0.0,7.0,0.0,5.0,champion
HOBBIES_2_131_TX_1_evaluation,40.0,6.0,10.0,0.5,44.0,champion
HOBBIES_2_132_WI_1_evaluation,27.0,0.0,27.0,0.0,13.0,champion
HOBBIES_2_133_TX_1_evaluation,24.0,4.0,4.0,0.25,12.0,champion
HOBBIES_2_137_TX_1_evaluation,2.0,0.0,2.0,0.0,6.0,champion
HOBBIES_2_140_TX_1_evaluation,9.0,0.0,9.0,0.0,3.0,champion
HOBBIES_2_141_WI_1_evaluation,17.0,3.0,2.0,0.5,13.0,champion
HOBBIES_2_143_TX_1_evaluation,9.0,0.0,9.0,0.0,3.0,champion
HOBBIES_2_144_CA_1_evaluation,6.0,0.0,6.0,0.0,10.0,champion
HOBBIES_2_144_TX_1_evaluation,14.0,2.0,4.0,0.5,10.0,champion
HOBBIES_2_145_TX_1_evaluation,21.0,2.0,11.0,0.25,15.0,champion
HOUSEHOLD_1_003_CA_1_evaluation,27.0,0.0,27.0,0.0,13.0,champion
HOUSEHOLD_1_009_TX_1_evaluation,16.0,3.0,1.0,0.5,18.0,champion
HOUSEHOLD_1_012_CA_1_evaluation,13.0,0.0,13.0,0.0,23.0,champion
HOUSEHOLD_1_015_TX_1_evaluation,8.0,0.0,8.0,0.0,16.0,champion
HOUSEHOLD_1_018_WI_1_evaluation,48.0,9.0,3.0,0.5,22.0,champion
HOUSEHOLD_1_020_TX_1_evaluation,6.0,0.0,6.0,0.0,18.0,champion
HOUSEHOLD_1_022_WI_1_evaluation,10.0,0.0,10.0,0.0,14.0,champion
HOUSEHOLD_1_025_TX_1_evaluation,11.0,0.0,11.0,0.0,5.0,champion
HOUSEHOLD_1_026_TX_1_evaluation,15.0,0.0,15.0,0.0,37.0,champion
HOUSEHOLD_1_028_TX_1_evaluation,65.0,0.0,65.0,0.0,31.0,champion
HOUSEHOLD_1_029_TX_1_evaluation,36.0,0.0,36.0,0.0,68.0,champion
HOUSEHOLD_1_030_WI_1_evaluation,28.0,0.0,28.0,0.0,20.0,champion
HOUSEHOLD_1_036_WI_1_evaluation,6.0,0.0,6.0,0.0,2.0,champion
HOUSEHOLD_1_038_TX_1_evaluation,18.0,0.0,18.0,0.0,14.0,champion
HOUSEHOLD_1_038_WI_1_evaluation,24.0,4.0,4.0,0.25,32.0,champion
HOUSEHOLD_1_039_WI_1_evaluation,31.0,5.0,6.0,0.5,47.0,champion
HOUSEHOLD_1_040_CA_1_evaluation,53.0,0.0,53.0,0.0,67.0,champion
HOUSEHOLD_1_040_TX_1_evaluation,45.0,0.0,45.0,0.0,159.0,champion
HOUSEHOLD_1_040_WI_1_evaluation,22.0,0.0,22.0,0.0,42.0,champion
HOUSEHOLD_1_043_WI_1_evaluation,38.0,7.0,3.0,0.75,44.0,champion
HOUSEHOLD_1_048_CA_1_evaluation,45.0,0.0,45.0,0.0,51.0,champion
HOUSEHOLD_1_054_CA_1_evaluation,12.0,0.0,12.0,0.0,8.0,champion
HOUSEHOLD_1_060_WI_1_evaluation,3.0,0.0,3.0,0.0,5.0,champion
HOUSEHOLD_1_064_TX_1_evaluation,13.0,2.0,3.0,0.25,11.0,champion
HOUSEHOLD_1_064_WI_1_evaluation,25.0,5.0,0.0,0.5,17.0,champion
HOUSEHOLD_1_076_TX_1_evaluation,8.0,0.0,8.0,0.0,4.0,champion
HOUSEHOLD_1_077_TX_1_evaluation,17.0,0.0,17.0,0.0,31.0,champion
HOUSEHOLD_1_079_CA_1_evaluation,29.0,0.0,29.0,0.0,51.0,champion
HOUSEHOLD_1_083_CA_1_evaluation,54.0,10.0,4.0,0.75,90.0,champion
HOUSEHOLD_1_093_CA_1_evaluation,22.0,0.0,22.0,0.0,54.0,champion
HOUSEHOLD_1_094_TX_1_evaluation,21.0,0.0,21.0,0.0,43.0,champion
HOUSEHOLD_1_095_CA_1_evaluation,4.0,0.0,4.0,0.0,16.0,champion
HOUSEHOLD_1_095_WI_1_evaluation,12.0,0.0,12.0,0.0,48.0,champion
HOUSEHOLD_1_098_CA_1_evaluation,11.0,0.0,11.0,0.0,13.0,champion
HOUSEHOLD_1_102_TX_1_evaluation,33.0,0.0,33.0,0.0,35.0,champion
HOUSEHOLD_1_102_WI_1_evaluation,14.0,2.0,4.0,0.25,14.0,champion
HOUSEHOLD_1_103_CA_1_evaluation,22.0,0.0,22.0,0.0,26.0,champion
HOUSEHOLD_1_124_TX_1_evaluation,13.0,0.0,13.0,0.0,19.0,champion
HOUSEHOLD_1_125_WI_1_evaluation,12.0,2.0,2.0,0.5,12.0,champion
HOUSEHOLD_1_126_CA_1_evaluation,4.0,0.0,4.0,0.0,20.0,champion
HOUSEHOLD_1_129_WI_1_evaluation,14.0,0.0,14.0,0.0,42.0,champion
HOUSEHOLD_1_146_CA_1_evaluation,22.0,0.0,22.0,0.0,46.0,champion
