model,wmape,rmse,bias_pct,mase_median
lstm_seq2seq,0.4117826904206718,5.834289611891525,-1.5918795514153625,0.6536268088103326
ets (champion),0.40539404812540775,5.777394121929882,-3.725461184265437,0.6646255075060703
