wmape_vw,wmape_uw,rmse_mean,mase_median,n_series,model,fold,secs
0.7935752033025938,1.3011818266894533,1.336131651827187,0.9060521581461325,835,lstm_seq2seq,fold_1,50.8
0.8018057031130923,1.259469950255898,1.2679164582965212,0.8688112228363752,855,lstm_seq2seq,fold_2,52.0
0.7814317602287932,1.2199970770790425,1.2794575921555749,0.9028319803651415,874,lstm_seq2seq,fold_3,53.4
